PDB,RES
5ZAG,1.95
5ZAH,2.98
5ZAI,1.8
5ZAN,2.85
5ZAX,2.36
5ZB1,3.061
5ZB2,2.3
5ZB4,1.92
5ZB7,1.63
5ZB8,2.5
5ZB9,2.502
5ZBA,3.5
5ZBB,3.6
5ZBF,1.6
5ZBH,3
5ZBI,2.09
5ZBJ,1.89
5ZBK,2.3
5ZBQ,2.7
5ZBR,2
5ZBS,2.203
5ZBT,2.4
5ZBX,2.58
5ZBY,1.591
5ZBZ,1.309
5ZC0,2.75
5ZC1,2.303
5ZC2,2.898
5ZC3,3.005
5ZC4,1.906
5ZC5,1.9
5ZC7,2
5ZC9,2
5ZCA,1.801
5ZCB,2.5
5ZCE,1.555
5ZCG,2.1
5ZCH,2.474
5ZCJ,2.004
5ZCK,1.271
5ZCM,1.7
5ZCR,2.4
5ZCT,2.05
5ZCW,2.7
5ZCY,1.5
5ZD4,2.17
5ZDA,1.548
5ZDB,1.972
5ZDC,1.979
5ZDD,2.725
5ZDE,2.8
5ZDF,2.504
5ZDG,2.594
5ZDI,1.7
5ZDK,2.45
5ZDM,1.38
5ZDN,2.02
5ZDO,2.8
5ZDP,2.71
5ZDQ,2.3
5ZDS,1.8
5ZDZ,2.8
5ZE0,2.75
5ZE2,3.3
5ZE3,2.4
5ZE6,2.5
5ZE7,1.99
5ZE8,1.6
5ZE9,2.102
5ZEA,3.384
5ZEC,1.779
5ZEE,1.74
5ZEH,2.36
5ZEO,1.77
5ZEQ,1.9
5ZER,2.39
5ZES,2.03
5ZF1,1.75
5ZF2,1.98
5ZF3,1.2
5ZF4,1.66
5ZF6,2.796
5ZF7,1.79
5ZF8,1.7
5ZF9,1.77
5ZFA,1.75
5ZFB,2
5ZFG,1.7
5ZFJ,1.86
5ZFK,1.75
5ZFL,1.5
5ZFM,2
5ZFP,2.84
5ZFQ,2.6
5ZFR,3.1
5ZFS,1.96
5ZFT,1.93
5ZFW,2.103
5ZFX,1.751
5ZFY,2.3
5ZFZ,1.9
5ZG0,1.58
5ZG1,1.32
5ZG2,1.25
5ZG3,1.65
5ZG5,1.597
5ZG6,2
5ZG8,2.4
5ZG9,2.04
5ZGC,2.9
5ZGD,1.401
5ZGE,1
5ZGF,1.2
5ZGI,0.98
5ZGL,0.95
5ZGM,1.399
5ZGN,2.24
5ZGO,2.6
5ZGP,1.15
5ZGQ,1.5
5ZGR,1.15
5ZGS,2.2
5ZGT,1.2
5ZGU,1.55
5ZGV,1.15
5ZGX,0.95
5ZH0,1.08
5ZH1,1.05
5ZH3,2.86
5ZH4,2.6
5ZH5,3.08
5ZH6,1.54
5ZH8,2.6
5ZH9,1.15
5ZHA,1.84
5ZHB,1.85
5ZHC,1.97
5ZHE,2.18
5ZHF,1.65
5ZHG,1.799
5ZHH,1.89
5ZHJ,1.75
5ZHK,2.3
5ZHL,2.25
5ZHM,2.76
5ZHO,1.401
5ZHP,3.1
5ZHQ,3.002
5ZHS,1.49
5ZHT,1.532
5ZHU,2.202
5ZHV,2.4
5ZHW,2.18
5ZHY,2.441
5ZHZ,1.18
5ZI1,2.3
5ZI2,2
5ZI5,2.6
5ZI6,2.2
5ZI7,1.86
5ZI8,2.2
5ZI9,2.5
5ZIA,2.603
5ZIB,1.9
5ZIC,2.1
5ZID,3
5ZIG,2.05
5ZIH,2.6
5ZII,1.3
5ZIK,2.45
5ZIM,1.25
5ZIO,0.98
5ZIQ,1.5
5ZIS,3.1
5ZIU,2.147
5ZIW,1.3
5ZIY,2.2
5ZJ0,1.9
5ZJ1,0.96
5ZJ2,1.1
5ZJ4,1.497
5ZJ5,1.568
5ZJ6,1.696
5ZJ7,0.96
5ZJ8,0.96
5ZJ9,2.6
5ZJA,2.6
5ZJB,1.699
5ZJC,0.96
5ZJD,2.394
5ZJE,2.929
5ZJF,2.602
5ZJG,1.702
5ZJK,2.6
5ZJL,1.7
5ZJM,2.323
5ZJP,2.66
5ZJQ,2.443
5ZJR,3.03
5ZJS,2.896
5ZJT,2.4
5ZJU,2.8
5ZJV,1.82
5ZJW,1.798
5ZJY,1.59
5ZJZ,1.67
5ZK0,2.55
5ZK1,3.05
5ZK4,2.03
5ZK5,2.25
5ZK6,3.15
5ZK7,2.12
5ZK8,3
5ZKA,1.76
5ZKB,2.95
5ZKC,2.3
5ZKE,1.492
5ZKG,3.3
5ZKH,2.991
5ZKK,2
5ZKL,1.951
5ZKM,1.65
5ZKN,2.205
5ZKO,3.05
5ZKP,2.81
5ZKQ,2.9
5ZKS,2
5ZKT,1.74
5ZKU,2.32
5ZKX,2.3
5ZKZ,1.3
5ZL1,3.2
5ZL2,2.703
5ZL4,3
5ZL5,1.65
5ZL6,2.1
5ZL9,2.6
5ZLA,1.7
5ZLC,2
5ZLE,2.6
5ZLF,2.845
5ZLH,3.4
5ZLI,2.8
5ZLJ,1.96
5ZLK,2.6
5ZLL,2.6
5ZLM,1.7
5ZLN,2.3
5ZLP,2.93
5ZLR,2.001
5ZLT,2.5
5ZLV,2.35
5ZLZ,3.581
5ZM0,1.6
5ZM4,1.95
5ZM5,2.6
5ZM8,2.7
5ZMA,3.175
5ZMC,2.99
5ZMD,3.3
5ZMF,3.556
5ZMI,2.05
5ZMJ,1.81
5ZMM,3.15
5ZMN,3.29
5ZMO,1.69
5ZMP,2.19
5ZMQ,1.987
5ZMS,1.8
5ZMU,1.5
5ZMV,3.3
5ZMY,1.87
5ZMZ,1.4
5ZN0,1.9
5ZN1,1.05
5ZN2,1.2
5ZN3,1.5
5ZN4,1.651
5ZN5,1.7
5ZN6,1.8
5ZN8,2
5ZN9,1.776
5ZND,3
5ZNE,1.78
5ZNH,2.4
5ZNJ,1.84
5ZNK,2.07
5ZNL,2.8
5ZNM,1.85
5ZNN,2.448
5ZNO,1.603
5ZNP,2.8
5ZNQ,1.75
5ZNS,2.396
5ZNT,1.979
5ZNX,2.114
5ZNY,2.74
5ZNZ,2.55
5ZO1,2.201
5ZO3,1.493
5ZO4,2.5
5ZO5,2.297
5ZO7,2.6
5ZO8,2.2
5ZO9,2.7
5ZOA,1.537
5ZOB,2
5ZOD,1.9
5ZOF,2.249
5ZOH,1.6
5ZOI,3.19
5ZOJ,2.794
5ZOL,2.172
5ZON,1.94
5ZOO,1.85
5ZOP,2.698
5ZOU,1.68
5ZOV,3.333
5ZOW,1.778
5ZOX,1.691
5ZOY,1.695
5ZOZ,1.702
5ZP0,1.738
5ZP1,1.669
5ZP2,1.748
5ZP3,1.782
5ZP4,1.799
5ZP5,1.767
5ZP6,1.688
5ZP7,1.631
5ZP8,1.66
5ZP9,1.7
5ZPA,1.689
5ZPB,1.793
5ZPC,1.741
5ZPD,1.665
5ZPE,1.689
5ZPF,1.759
5ZPG,1.649
5ZPH,1.72
5ZPI,1.747
5ZPJ,1.647
5ZPK,1.65
5ZPL,1.6
5ZPM,1.65
5ZPN,1.6
5ZPO,1.73
5ZPP,1.81
5ZPQ,1.849
5ZPR,1.922
5ZPS,1.748
5ZPT,1.902
5ZPU,2.6
5ZPW,2.199
5ZQ0,2
5ZQ1,3.1
5ZQ3,2.182
5ZQ4,2.217
5ZQ5,2.487
5ZQ6,3.009
5ZQA,1.55
5ZQB,1.896
5ZQE,1.996
5ZQF,3.873
5ZQG,1.6
5ZQH,2.4
5ZQI,1.5
5ZQJ,1.73
5ZQK,2.3
5ZQL,3.007
5ZQM,2.9
5ZQO,2.06
5ZQP,1.99
5ZQR,1.75
5ZQU,2.6
5ZQV,2.95
5ZQX,2
5ZQY,1.577
5ZR3,2.5
5ZR6,3
5ZR8,1.5
5ZRC,1.1
5ZRD,2.3
5ZRF,2.3
5ZRH,1.54
5ZRI,1.58
5ZRK,1.49
5ZRL,1.61
5ZRM,2.28
5ZRN,2.37
5ZRO,1.41
5ZRQ,1.12
5ZRR,1.34
5ZRS,1.4
5ZRT,1.9
5ZRU,1.833
5ZRX,1.5
5ZRY,1.3
5ZRZ,1.89
5ZS3,2.001
5ZS7,2.68
5ZS8,2.2
5ZS9,2.8
5ZSA,2.5
5ZSB,2.7
5ZSC,2.2
5ZSD,2.603
5ZSE,2.201
5ZSG,2.3
5ZSH,2.6
5ZSI,2.7
5ZSK,3.24
5ZSL,2.3
5ZSM,2.5
5ZSN,2.4
5ZSO,2.7
5ZSP,2.57
5ZSQ,3.211
5ZSS,3.17
5ZST,3.1
5ZSX,2.2
5ZSZ,2.4
5ZT0,3.32
5ZT3,1.304
5ZT4,1.7
5ZT5,1.9
5ZT6,2.5
5ZT7,2.94
5ZT8,2
5ZTB,2.2
5ZTC,1.7
5ZTE,2.6
5ZTH,3.24
5ZTJ,2.4
5ZTK,1.75
5ZTL,1.85
5ZTM,2.899
5ZTN,2.496
5ZTO,2.649
5ZTP,2.96
5ZTX,2
5ZTY,2.8
5ZU1,3.009
5ZU2,2.441
5ZU5,1.6
5ZU6,1.4
5ZU7,1.705
5ZU9,1.499
5ZUA,2.471
5ZUB,1.677
5ZUE,2.7
5ZUG,2.802
5ZUI,2.701
5ZUJ,2.6
5ZUM,1.9
5ZUO,2.902
5ZUQ,1.99
5ZUR,1.95
5ZUS,2
5ZUT,2.82
5ZUU,1.95
5ZUV,2.21
5ZUW,2.1
5ZUY,2
5ZV0,2.1
5ZV2,2.86
5ZV3,2.093
5ZV5,2.1
5ZV7,1.95
5ZV9,1.8
5ZVB,2
5ZVC,1.8
5ZVE,2.178
5ZVJ,2.7
5ZVK,3.31
5ZVL,2.963
5ZVM,3.3
5ZVP,1.42
5ZVQ,2.5
5ZVR,1.93
5ZVU,2.2
5ZVV,2.2
5ZVX,1.7
5ZW0,2.54
5ZW2,1.803
5ZW4,1.7
5ZW5,2.4
5ZW6,2.05
5ZW7,1.3
5ZW9,2.6
5ZWA,2.45
5ZWB,2.2
5ZWE,2.72
5ZWF,2.1
5ZWH,2.38
5ZWI,2.4
5ZWK,2.104
5ZWL,1.98
5ZWP,1.4
5ZWQ,1.797
5ZWR,1.69
5ZWT,2
5ZWU,1.58
5ZWV,2.099
5ZWW,1.77
5ZWX,1.9
5ZWY,1.95
5ZWZ,2
5ZX1,2.31
5ZX3,2.751
5ZX8,1
5ZX9,1.55
5ZXB,2.198
5ZXD,2.288
5ZXE,1.3
5ZXF,1.25
5ZXG,2.4
5ZXH,2.8
5ZXI,2.1
5ZXL,2.794
5ZXN,1.855
5ZXV,4.482
5ZY5,2.295
5ZY6,2.099
5ZY8,2.899
5ZY9,2.5
5ZYB,2.13
5ZYC,1.75
5ZYD,1.4
5ZYE,1.4
5ZYF,1.76
5ZYG,1.8
5ZYH,1.95
5ZYI,1.9
5ZYJ,1.9
5ZYK,1.55
5ZYL,1.8
5ZYM,1.9
5ZYN,1.75
5ZYO,1.75
5ZYP,2.532
5ZYQ,2.531
5ZYR,2.2
5ZYS,1.78
5ZYT,2.702
5ZYU,1.752
5ZYV,2.72
5ZZ0,2.635
5ZZ1,1.91
5ZZ2,2.6
5ZZ3,3
5ZZ4,2.9
5ZZ5,2
5ZZ7,2.45
5ZZ9,2.3
5ZZA,1.53
5ZZB,2.3
5ZZC,1.96
5ZZD,1.85
5ZZE,1.423
5ZZF,1.6
5ZZG,1.8
5ZZJ,2.6
5ZZK,2.64
5ZZO,2.5
5ZZP,1.39
5ZZR,1.31
5ZZS,1.398
5ZZU,2.1
5ZZV,1.57
5ZZW,2.6
5ZZX,1.49
5ZZY,1.5
5ZZZ,1.446
6A00,1.59
6A01,1.868
6A02,1.4
6A03,2.597
6A06,1.792
6A08,1.547
6A0A,1.502
6A0B,1.65
6A0C,1.501
6A0D,1.65
6A0E,1.947
6A0G,1.8
6A0H,3.185
6A0I,1.996
6A0J,1.6
6A0L,2.1
6A0M,1.75
6A0N,2.1
6A0O,1.55
6A0P,2
6A0Q,2.2
6A0S,2
6A0T,1.87
6A0V,1.39
6A0W,2
6A0X,2.3
6A0Y,1.7
6A10,1.13
6A11,1.45
6A12,2.145
6A13,1.7
6A15,1.79
6A17,2.301
6A18,2.48
6A19,1.55
6A1A,1.35
6A1B,1.47
6A1C,1.68
6A1D,1.78
6A1E,1.89
6A1F,1.5
6A1G,2.15
6A1H,1.36
6A1I,1.6
6A1K,2.3
6A1L,1.4
6A1M,1.55
6A1N,1.421
6A1P,1.51
6A1S,1.63
6A1T,1.97
6A1U,1.62
6A1V,1.984
6A1W,1.701
6A1Y,1.63
6A21,1.501
6A22,2.55
6A23,1.65
6A24,1.39
6A27,1.353
6A29,2.399
6A2A,1.77
6A2B,2.8
6A2C,1.94
6A2D,1.96
6A2E,1.939
6A2F,2.5
6A2H,2.3
6A2I,2.4
6A2J,2.2
6A2K,2.38
6A2M,2.2
6A2N,2.45
6A2O,2.35
6A2P,2.6
6A2Q,1.48
6A2R,2.25
6A2S,2.5
6A2T,1.9
6A2U,2.6
6A2V,2.588
6A2W,1.8
6A30,2.793
6A31,2.19
6A32,1.87
6A34,2.3
6A36,1.44
6A37,2.204
6A39,1.89
6A3B,2.51
6A3D,1.923
6A3E,2.7
6A3F,1.8
6A3J,1.9
6A3K,1.71
6A3N,2.6
6A3T,2.511
6A3V,3.391
6A3W,2
6A3X,1.75
6A41,1.97
6A42,1.7
6A45,1.904
6A46,2
6A47,1.9
6A48,2
6A4D,2.19
6A4E,2.45
6A4F,2.21
6A4G,2.04
6A4H,1.99
6A4J,3.4
6A4L,2.8
6A4M,2.6
6A4N,1.75
6A4O,1.75
6A4P,1.76
6A4Q,1.75
6A4R,1.828
6A4T,2
6A4U,1.16
6A4V,2.2
6A4X,1.63
6A4Y,1.92
6A4Z,1.7
6A51,2.6
6A52,2
6A54,2.3
6A55,1.6
6A56,1.2
6A57,2.7
6A58,1.57
6A5A,2.942
6A5B,2.205
6A5D,1.401
6A5F,2.05
6A5G,2.3
6A5H,1.618
6A5K,1.9
6A5S,2.099
6A5W,2.88
6A5X,2.6
6A5Y,2.1
6A5Z,2.95
6A60,3.05
6A62,2.03
6A63,1.63
6A64,1.63
6A65,1.771
6A67,2.33
6A68,2.901
6A6A,2.26
6A6C,2.05
6A6D,2.9
6A6E,2.09
6A6F,2.1
6A6H,2.31
6A6I,2.6
6A6J,2.255
6A6K,2.9
6A6L,1.78
6A6M,1.9
6A6N,3.02
6A6O,1.8
6A6P,2.1
6A6Q,1.67
6A6R,2.609
6A6S,1.851
6A6U,1.945
6A6V,2.9
6A6Y,2.491
6A71,1.6
6A73,2.447
6A75,2.75
6A76,1.5
6A78,2.1
6A7B,2.37
6A7C,2.06
6A7D,2.74
6A7E,1.85
6A7H,2.301
6A7I,2.19
6A7K,1.9
6A7P,2.28
6A7S,2
6A7T,1.6
6A7U,2.6
6A7V,1.67
6A7W,2.988
6A7X,2.15
6A80,1.56
6A83,2.602
6A86,1.8
6A87,2.41
6A88,2.596
6A89,2.11
6A8A,1.8
6A8B,2.01
6A8C,1.98
6A8D,2.34
6A8G,2.53
6A8K,1.4
6A8M,1.7
6A8N,2.489
6A8Q,2
6A8S,2.05
6A8T,2.1
6A8U,1.848
6A8V,2.7
6A8W,1.844
6A8X,2.35
6A8Z,2.045
6A92,1.58
6A94,2.9
6A97,2.148
6A99,2.29
6A9B,2.01
6A9C,1.98
6A9D,2.302
6A9F,1.7
6A9J,2.7
6A9K,1.9
6A9N,2.099
6A9O,2.5
6A9P,2.51
6A9S,1.18
6A9T,2.15
6A9U,2.4
6A9V,2.9
6A9W,1.8
6A9Y,2.7
6AA0,3.2
6AA2,2.3
6AA3,2.001
6AA4,1.9
6AA5,1.901
6AA6,2.39
6AA7,1.8
6AA8,2.1
6AA9,2.7
6AAA,1.9
6AAC,1.479
6AAD,1.444
6AAE,1.641
6AAF,2.197
6AAG,2.445
6AAH,1.83
6AAJ,2.37
6AAK,2.67
6AAL,2.6
6AAM,1.98
6AAN,1.51
6AAP,1.5
6AAQ,1.551
6AAR,1.95
6AAV,1.72
6AAW,2
6AAX,2.994
6AAY,2.79
6AAZ,1.842
6AB0,1.441
6AB1,1.381
6AB2,1.4
6AB8,1.753
6ABA,1.797
6ABH,3.05
6ABI,2.1
6ABJ,1.86
6ABK,1.58
6ABL,1.47
6ABM,1.368
6ABN,1.17
6ABO,2.65
6ABQ,2.3
6ABR,2.002
6ABS,2.2
6ABT,2.8
6ABU,1.77
6ABW,1.72
6ABX,1.7
6ABZ,1.7
6AC0,1.449
6AC2,1.23
6AC4,2.19
6AC5,1.451
6AC6,2.989
6AC8,2.75
6ACA,3.6
6ACB,2.8
6ACE,1.98
6ACI,1.87
6ACL,1.92
6ACO,1.71
6ACP,2.3
6ACQ,2.5
6ACS,1.81
6ACX,3.5
6AD3,1.79
6AD4,1.8
6AD5,1.75
6AD7,2.95
6AD8,3.3
6AD9,2.2
6ADA,3.153
6ADC,3.055
6ADE,3.15
6ADF,1.08
6ADG,3
6ADI,1.969
6ADJ,2.18
6ADU,1.96
6ADW,2.2
6ADX,1.752
6ADY,1.9
6ADZ,2.431
6AE1,2.405
6AE2,2.701
6AE3,2.14
6AE4,2.95
6AE5,2.754
6AE6,3.856
6AE7,3.8
6AE8,1.65
6AE9,1.47
6AEA,1.4
6AEB,3.004
6AEC,1.72
6AED,3.797
6AEE,3.303
6AEF,2.16
6AEG,2.701
6AEH,1.64
6AEK,1.8
6AEM,1.272
6AEO,2.3
6AEP,1.844
6AEQ,2.252
6AES,3.55
6AEX,2.393
6AF0,2.88
6AF2,3.001
6AF4,2.65
6AF5,1.65
6AF6,1.62
6AF7,1.3
6AF9,1.39
6AFA,1.65
6AFB,1.6
6AFC,1.45
6AFD,1.48
6AFE,1.5
6AFF,1.6
6AFG,1.5
6AFH,1.65
6AFI,1.65
6AFJ,1.48
6AFK,2.75
6AFL,1.6
6AFM,1.3
6AFN,1.4
6AFO,1.399
6AFR,1.998
6AFT,2.492
6AFU,2.798
6AFV,2.701
6AFW,2.185
6AFY,2.401
6AFZ,2.483
6AG0,2.2
6AG2,1.77
6AG3,2.48
6AG4,2.256
6AG7,1.9
6AG8,1.34
6AG9,1.63
6AGH,2.742
6AGI,2.799
6AGK,2.8
6AGL,2.5
6AGM,2
6AGN,1.08
6AGQ,2.1
6AGR,1.22
6AGS,2.31
6AGV,1.62
6AGW,2.093
6AGX,2.95
6AGY,1.8
6AGZ,2
6AH4,3.296
6AH5,3.819
6AH6,2.5
6AH7,2.38
6AH9,1.74
6AHG,2.83
6AHH,2.1
6AHI,1.9
6AHL,1.8
6AHO,2.502
6AHP,2.1
6AHQ,3.398
6AHS,1.75
6AHT,2
6AHV,2.6
6AHW,1.56
6AHX,2
6AHY,2.8
6AI2,3.3
6AI3,3.3
6AI4,2.1
6AI5,1.81
6AI6,2.7
6AI7,2.07
6AI8,2.3
6AI9,2.09
6AIB,1.5
6AID,1.3
6AIE,1.74
6AIF,2.3
6AIG,2
6AII,1.63
6AIK,1.83
6AIM,2.04
6AIN,2.48
6AIO,2.04
6AIP,1.99
6AIQ,0.85
6AIR,0.85
6AIS,1.3
6AIT,2.598
6AIX,1.8
6AIY,1.902
6AJ4,3.256
6AJ5,3.5
6AJ6,3.2
6AJ8,2.4
6AJC,2.4
6AJD,2.223
6AJE,3.65
6AJF,2.698
6AJG,2.604
6AJH,2.818
6AJI,2.9
6AJJ,2.794
6AJK,3.001
6AJL,3.23
6AJN,3.302
6AJO,2.269
6AJP,1.334
6AJQ,1.342
6AJR,1.341
6AJS,1.632
6AJU,1.94
6AJX,1.887
6AJY,1.6
6AK1,2.284
6AK2,1.868
6AK3,2.9
6AK6,1.75
6AK8,1.74
6AK9,1.91
6AKD,2.1
6AKE,3.6
6AKF,3.9
6AKG,4.3
6AKI,4.496
6AKJ,2.7
6AKK,1.5
6AKM,2.3
6AKN,1.19
6AKP,2.323
6AKQ,1.9
6AKR,2.326
6AKV,2.4
6AKW,2.2
6AKX,2.8
6AKY,2.8
6AKZ,1.69
6AL1,3.2
6AL2,2.8
6AL3,2.57
6C0J,1.92
6C0K,1.958
6C0M,1.83
6C0N,2.001
6C0O,1.901
6C0P,2.05
6C0R,2.049
6C0S,2.35
6C0T,1.98
6C0U,2.65
6C0Y,1.66
6C10,1.399
6C12,2.15
6C15,3.21
6C17,1.1
6C18,2.3
6C19,2.12
6C1E,2.86
6C1I,2.26
6C1K,2.7
6C1O,2.29
6C1P,2.9
6C1R,2.2
6C1S,2.31
6C1T,1.84
6C1U,2.3
6C1V,2.3
6C1W,2.398
